CODIGO DE PRODUCTO,CODIGO DE CLASE,DESCRPCION DE PRODUCTO
10202037-,102020,10202037-ROSAL VIVO VERDI
1020211-,102021,10202101-ROSAL VIVO ALHAMBRA
1020212-,102021,10202102-ROSAL VIVO ALOHA
1020213-,102021,10202103-ROSAL VIVO AMBER
1020214-,102021,10202104-ROSAL VIVO APACHE
1020215-,102021,10202105-ROSAL VIVO ARABIA
1020216-,102021,10202106-ROSAL VIVO BENGALA
1020217-,102021,10202107-ROSAL VIVO BIBI
1020218-,102021,10202108-ROSAL VIVO CARAMBA
1020219-,102021,10202109-ROSAL VIVO CARAMELLA
10202110-,102021,10202110-ROSAL VIVO CARLA
10202111-,102021,10202111-ROSAL VIVO CARTAGENA
10202112-,102021,10202112-ROSAL VIVO CHANSON
10202113-,102021,10202113-ROSAL VIVO CHARMER
10202114-,102021,10202114-ROSAL VIVO CHERRY BRANDY
10202115-,102021,10202115-ROSAL VIVO CHILIS
10202116-,102021,10202116-ROSAL VIVO CINNAMON
10202117-,102021,10202117-ROSAL VIVO COLANDRO
10202118-,102021,10202118-ROSAL VIVO CORAL SEA
10202119-,102021,10202119-ROSAL VIVO CORVETTE O RED CORVETTE
10202120-,102021,10202120-ROSAL VIVO DARK MILVA
10202121-,102021,10202121-ROSAL VIVO DONNA
10202122-,102021,10202122-ROSAL VIVO DREAMER
10202123-,102021,10202123-ROSAL VIVO EL DORADO
10202124-,102021,10202124-ROSAL VIVO EL TORO
10202125-,102021,10202125-ROSAL VIVO ELENA
10202126-,102021,10202126-ROSAL VIVO ENSUEÑO
10202127-,102021,10202127-ROSAL VIVO EUFORIA
10202128-,102021,10202128-ROSAL VIVO EXÓTICA
10202129-,102021,10202129-ROSAL VIVO FANCY AMAZON
10202130-,102021,10202130-ROSAL VIVO FICTION
10202131-,102021,10202131-ROSAL VIVO FINESS
10202132-,102021,10202132-ROSAL VIVO FLAMECO
10202133-,102021,10202133-ROSAL VIVO FREE SPIRIT
10202134-,102021,10202134-ROSAL VIVO GELATO
10202135-,102021,10202135-ROSAL VIVO GYPSY CURIOSA
10202136-,102021,10202136-ROSAL VIVO HIGH AND MAGIC
10202137-,102021,10202137-ROSAL VIVO HIGH AND ORANGE MAGIC
10202138-,102021,10202138-ROSAL VIVO IGUANA O ALEGRA
10202139-,102021,10202139-ROSAL VIVO IMPULSE
10202140-,102021,10202140-ROSAL VIVO INDIAN FEMMA
10202141-,102021,10202141-ROSAL VIVO INDIAN SUNSET
10202142-,102021,10202142-ROSAL VIVO KARUSSO
10202143-,102021,10202143-ROSAL VIVO KERIO
10202144-,102021,10202144-ROSAL VIVO KIKI
10202145-,102021,10202145-ROSAL VIVO LATIN CIRCUS
10202146-,102021,10202146-ROSAL VIVO LEONISA
10202147-,102021,10202147-ROSAL VIVO LIPSTICK
10202148-,102021,10202148-ROSAL VIVO LOBITA
10202149-,102021,10202149-ROSAL VIVO LUCA
10202150-,102021,10202150-ROSAL VIVO MANITOU
10202151-,102021,10202151-ROSAL VIVO MARIANA
10202152-,102021,10202152-ROSAL VIVO MARJAN O PK SENSATION
10202153-,102021,10202153-ROSAL VIVO MILONGA
10202154-,102021,10202154-ROSAL VIVO MILVA
10202155-,102021,10202155-ROSAL VIVO MIRACLE
10202156-,102021,10202156-ROSAL VIVO MIRAGE
10202157-,102021,10202157-ROSAL VIVO MONTE CARLO
10202158-,102021,10202158-ROSAL VIVO MOVIE STAR
10202159-,102021,10202159-ROSAL VIVO NIKITA
10202160-,102021,10202160-ROSAL VIVO ORANGE FLAME
10202161-,102021,10202161-ROSAL VIVO ORANGE FRANCE
10202162-,102021,10202162-ROSAL VIVO ORANGE INTUITION
10202163-,102021,10202163-ROSAL VIVO ORANGE UNIQUE
10202164-,102021,10202164-ROSAL VIVO ORANGINE U ORANGINA
10202165-,102021,10202165-ROSAL VIVO PAPAYA
10202166-,102021,10202166-ROSAL VIVO PAREO
10202167-,102021,10202167-ROSAL VIVO PEACH SHERBET
10202168-,102021,10202168-ROSAL VIVO QUEENSDAY
10202169-,102021,10202169-ROSAL VIVO ROSSELLE
10202170-,102021,10202170-ROSAL VIVO ROYAL CIRCUS
10202171-,102021,10202171-ROSAL VIVO SARI
10202172-,102021,10202172-ROSAL VIVO SENSUAL
10202173-,102021,10202173-ROSAL VIVO SOAP
10202174-,102021,10202174-ROSAL VIVO SOMBRERO
10202175-,102021,10202175-ROSAL VIVO SPICY
10202176-,102021,10202176-ROSAL VIVO STAR 2000
10202177-,102021,10202177-ROSAL VIVO SUMMER VERSILIA 
10202178-,102021,10202178-ROSAL VIVO TRIXX
10202179-,102021,10202179-ROSAL VIVO TROPICAL AMAZON
10202180-,102021,10202180-ROSAL VIVO UTOPIA
10202181-,102021,10202181-ROSAL VIVO VALENTINE
10202182-,102021,10202182-ROSAL VIVO VERANO
10202183-,102021,10202183-ROSAL VIVO VERSILIA
10202184-,102021,10202184-ROSAL VIVO VOODOO
10202185-,102021,10202185-ROSAL VIVO WOW
10202186-,102021,10202186-ROSAL VIVO YABADABADOO
1020221-,102022,10202201-ROSAL VIVO ALEJANDRA
1020222-,102022,10202202-ROSAL VIVO AZAFRAN
1020223-,102022,10202203-ROSAL VIVO BIG FUN
1020224-,102022,10202204-ROSAL VIVO CABARET
1020225-,102022,10202205-ROSAL VIVO CAPUCCINO
1020226-,102022,10202206-ROSAL VIVO CARPE DIEM
1020227-,102022,10202207-ROSAL VIVO COSIMA
1020228-,102022,10202208-ROSAL VIVO CUMBIA
1020229-,102022,10202209-ROSAL VIVO DREAM
10202210-,102022,10202210-ROSAL VIVO EPOCA
10202211-,102022,10202211-ROSAL VIVO FADO
10202212-,102022,10202212-ROSAL VIVO FEMMA
10202213-,102022,10202213-ROSAL VIVO GUAJIRA
10202214-,102022,10202214-ROSAL VIVO HIGH AND ARENA
10202215-,102022,10202215-ROSAL VIVO HIGH AND DANDY
10202216-,102022,10202216-ROSAL VIVO HIGH AND LUCKY
10202217-,102022,10202217-ROSAL VIVO HIGH AND PEACH
10202218-,102022,10202218-ROSAL VIVO IMAGINATION
10202219-,102022,10202219-ROSAL VIVO ISIS
10202220-,102022,10202220-ROSAL VIVO JOY O LIGHT VERSILIA
10202221-,102022,10202221-ROSAL VIVO JULIET AUSJAMESON
10202222-,102022,10202222-ROSAL VIVO LA PARISIENNE 
10202223-,102022,10202223-ROSAL VIVO LA PERLA
10202224-,102022,10202224-ROSAL VIVO LOVITA SUNBLAZE
10202225-,102022,10202225-ROSAL VIVO MALILENA O MARILENA
10202226-,102022,10202226-ROSAL VIVO MONYNA
10202227-,102022,10202227-ROSAL VIVO NECTARINE
10202228-,102022,10202228-ROSAL VIVO ORIENTAL CURIOSA
10202229-,102022,10202229-ROSAL VIVO OSIANA
10202230-,102022,10202230-ROSAL VIVO PEACH AVALANCHE
10202231-,102022,10202231-ROSAL VIVO PEACH DEJA VU
10202232-,102022,10202232-ROSAL VIVO PICANTO
10202233-,102022,10202233-ROSAL VIVO PRIMA DONNA
10202234-,102022,10202234-ROSAL VIVO SHERIL
10202235-,102022,10202235-ROSAL VIVO SIROCCO
10202236-,102022,10202236-ROSAL VIVO TAMARA
10202237-,102022,10202237-ROSAL VIVO TAXO
10202238-,102022,10202238-ROSAL VIVO TRUST
10202239-,102022,10202239-ROSAL VIVO VALENCIA
10202240-,102022,10202240-ROSAL VIVO VINCI
10202241-,102022,10202241-ROSAL VIVO WANDA
1020231-,102023,10202301-ROSAL VIVO AEROBIC
1020232-,102023,10202302-ROSAL VIVO AFTER PARTY
1020233-,102023,10202303-ROSAL VIVO AMSTERDAM
1020234-,102023,10202304-ROSAL VIVO AQUA ROSE
1020235-,102023,10202305-ROSAL VIVO ATTACHE
1020236-,102023,10202306-ROSAL VIVO ATTITUDE
1020237-,102023,10202307-ROSAL VIVO BALLET
1020238-,102023,10202308-ROSAL VIVO BELAMI
1020239-,102023,10202309-ROSAL VIVO BELLA VOO O BELLE VUE
10202310-,102023,10202310-ROSAL VIVO BLING BLING
10202311-,102023,10202311-ROSAL VIVO BLUSHING AKITO
10202312-,102023,10202312-ROSAL VIVO BROOKE
10202313-,102023,10202313-ROSAL VIVO BUGATTI
10202314-,102023,10202314-ROSAL VIVO CADILLAC
10202315-,102023,10202315-ROSAL VIVO CARNAVAL
10202316-,102023,10202316-ROSAL VIVO CEREZA
10202317-,102023,10202317-ROSAL VIVO CHARMING UNIQUE
10202318-,102023,10202318-ROSAL VIVO CHERRY O
10202319-,102023,10202319-ROSAL VIVO CICIOLINA
10202320-,102023,10202320-ROSAL VIVO CLASSIC CEZANNE
10202321-,102023,10202321-ROSAL VIVO CLASIC DUETT
10202322-,102023,10202322-ROSAL VIVO COSMIQ
10202323-,102023,10202323-ROSAL VIVO DARK ENGAGEMENT
10202324-,102023,10202324-ROSAL VIVO DAYTONA
10202325-,102023,10202325-ROSAL VIVO DEKORA
10202326-,102023,10202326-ROSAL VIVO DOLORES
10202327-,102023,10202327-ROSAL VIVO ELIZA
10202328-,102023,10202328-ROSAL VIVO FLASH BACCARA
10202329-,102023,10202329-ROSAL VIVO FULL HOUSE
10202330-,102023,10202330-ROSAL VIVO FUNKY
10202331-,102023,10202331-ROSAL VIVO GILIANE
10202332-,102023,10202332-ROSAL VIVO GRAN EUROPE
10202333-,102023,10202333-ROSAL VIVO HABARI
10202334-,102023,10202334-ROSAL VIVO HANSEAT
10202335-,102023,10202335-ROSAL VIVO HIGH AND AMAZING
10202336-,102023,10202336-ROSAL VIVO HIGH AND BONITA
10202337-,102023,10202337-ROSAL VIVO HIGH AND BOOMING
10202338-,102023,10202338-ROSAL VIVO HIGH AND FANTASY
10202339-,102023,10202339-ROSAL VIVO HIGH AND RICH
10202340-,102023,10202340-ROSAL VIVO HOT LADY
10202341-,102023,10202341-ROSAL VIVO HOT PRINCESS
10202342-,102023,10202342-ROSAL VIVO INSPIRATION
10202343-,102023,10202343-ROSAL VIVO JEIMY
10202344-,102023,10202344-ROSAL VIVO KACHITA
10202345-,102023,10202345-ROSAL VIVO KAREN
10202346-,102023,10202346-ROSAL VIVO KENJI
10202347-,102023,10202347-ROSAL VIVO KIKO
10202348-,102023,10202348-ROSAL VIVO LASER
10202349-,102023,10202349-ROSAL VIVO LATIN DUETT
10202350-,102023,10202350-ROSAL VIVO LATIN FEVER
10202351-,102023,10202351-ROSAL VIVO LIFESTYLE
10202352-,102023,10202352-ROSAL VIVO LIGHT ORLANDO
10202353-,102023,10202353-ROSAL VIVO LOVELY DREAMS
10202354-,102023,10202354-ROSAL VIVO LOYALTY
10202355-,102023,10202355-ROSAL VIVO MALIBU
10202356-,102023,10202356-ROSAL VIVO MATA-HARI
10202357-,102023,10202357-ROSAL VIVO MEMPHIS
10202358-,102023,10202358-ROSAL VIVO MI AMOR
10202359-,102023,10202359-ROSAL VIVO MIAMI
10202360-,102023,10202360-ROSAL VIVO MICHELLE
10202361-,102023,10202361-ROSAL VIVO MIKAELA
10202362-,102023,10202362-ROSAL VIVO ORCHESTRA
10202363-,102023,10202363-ROSAL VIVO ORLANDO
10202364-,102023,10202364-ROSAL VIVO OSADIA
10202365-,102023,10202365-ROSAL VIVO PAEONIA FREELANDER
10202366-,102023,10202366-ROSAL VIVO PAULA
10202367-,102023,10202367-ROSAL VIVO PAVAROTTI
10202368-,102023,10202368-ROSAL VIVO PINK INTUITION
10202369-,102023,10202369-ROSAL VIVO POISON
10202370-,102023,10202370-ROSAL VIVO PRINCESS
10202371-,102023,10202371-ROSAL VIVO QUEEN MARY
10202372-,102023,10202372-ROSAL VIVO RAPHAELA
10202373-,102023,10202373-ROSAL VIVO RASPBERRY ICE
10202374-,102023,10202374-ROSAL VIVO RAVEL
10202375-,102023,10202375-ROSAL VIVO RIVIERA
10202376-,102023,10202376-ROSAL VIVO SADE
10202377-,102023,10202377-ROSAL VIVO SASHIMI
10202378-,102023,10202378-ROSAL VIVO SHANYA
10202379-,102023,10202379-ROSAL VIVO SHOCKING VERSILIA
10202380-,102023,10202380-ROSAL VIVO SOLITAIRE
10202381-,102023,10202381-ROSAL VIVO SOMETHING DIFFERENT
10202382-,102023,10202382-ROSAL VIVO SPLENDID RENATE
10202383-,102023,10202383-ROSAL VIVO STAR
10202384-,102023,10202384-ROSAL VIVO SWEET CANDIA
10202385-,102023,10202385-ROSAL VIVO SWEET MOMENTS
10202386-,102023,10202386-ROSAL VIVO SWEET UNIQUE
10202387-,102023,10202387-ROSAL VIVO TABOO
10202388-,102023,10202388-ROSAL VIVO TIMONA
10202389-,102023,10202389-ROSAL VIVO TOPAZ
10202390-,102023,10202390-ROSAL VIVO VOGUE
10202391-,102023,10202391-ROSAL VIVO VOILA
10202392-,102023,10202392-ROSAL VIVO WILD ONE
10202393-,102023,10202393-ROSAL VIVO YVES PIAGET
1020241-,102024,10202401-ROSAL VIVO AFRICAN DAWN
1020242-,102024,10202402-ROSAL VIVO AMADA
1020243-,102024,10202403-ROSAL VIVO BLACK BACCARA
1020244-,102024,10202404-ROSAL VIVO BLACK BEAUTY
1020245-,102024,10202405-ROSAL VIVO BLACK FINESS O BLACK MAGIC
1020246-,102024,10202406-ROSAL VIVO BLACK MAGIC
1020247-,102024,10202407-ROSAL VIVO BOHEMIAN O PASARELA
1020248-,102024,10202408-ROSAL VIVO BREATHLESS
1020249-,102024,10202409-ROSAL VIVO CABALLERO
10202410-,102024,10202410-ROSAL VIVO CARRERA
10202411-,102024,10202411-ROSAL VIVO CHARLENE
10202412-,102024,10202412-ROSAL VIVO CHARLOTTE
10202413-,102024,10202413-ROSAL VIVO CHERRY LADY
10202414-,102024,10202414-ROSAL VIVO CHERRY LOVE
10202415-,102024,10202415-ROSAL VIVO CLASSY ROSE
10202416-,102024,10202416-ROSAL VIVO COLORADO VELVET
10202417-,102024,10202417-ROSAL VIVO CORAZON
10202418-,102024,10202418-ROSAL VIVO CORRIDA
10202419-,102024,10202419-ROSAL VIVO DYNAMITE
10202420-,102024,10202420-ROSAL VIVO EURORED
10202421-,102024,10202421-ROSAL VIVO FASHION
10202422-,102024,10202422-ROSAL VIVO FIRE AND ICE
10202423-,102024,10202423-ROSAL VIVO FIRST RED
10202424-,102024,10202424-ROSAL VIVO FOREVER YOUNG
10202425-,102024,10202425-ROSAL VIVO FREEDOM
10202426-,102024,10202426-ROSAL VIVO FREESTYLE
10202427-,102024,10202427-ROSAL VIVO FRIENDSHIP
10202428-,102024,10202428-ROSAL VIVO GOSPEL
10202429-,102024,10202429-ROSAL VIVO GRAFFITY
10202430-,102024,10202430-ROSAL VIVO GRAND GALA
10202431-,102024,10202431-ROSAL VIVO GRAND PRIX
10202432-,102024,10202432-ROSAL VIVO GRAND CLASSE
10202433-,102024,10202433-ROSAL VIVO HEARTS
10202434-,102024,10202434-ROSAL VIVO HEAT
10202435-,102024,10202435-ROSAL VIVO HOCUS POCUS
10202436-,102024,10202436-ROSAL VIVO LADY IN RED
10202437-,102024,10202437-ROSAL VIVO LATIN LADY
10202438-,102024,10202438-ROSAL VIVO LEGEND
10202439-,102024,10202439-ROSAL VIVO LULU
10202440-,102024,10202440-ROSAL VIVO LUNA ROSSA
10202441-,102024,10202441-ROSAL VIVO LUXOR
10202442-,102024,10202442-ROSAL VIVO MADAME DELBARD O CAROLA
10202443-,102024,10202443-ROSAL VIVO MISS PARIS
10202444-,102024,10202444-ROSAL VIVO NICOLE
10202445-,102024,10202445-ROSAL VIVO NIGHT FEVER
10202446-,102024,10202446-ROSAL VIVO OBSESSION
10202447-,102024,10202447-ROSAL VIVO OPIUM
10202448-,102024,10202448-ROSAL VIVO PAZ
10202449-,102024,10202449-ROSAL VIVO PREFERENCE
10202450-,102024,10202450-ROSAL VIVO RED BERLIN
10202451-,102024,10202451-ROSAL VIVO RED BULL
10202452-,102024,10202452-ROSAL VIVO RED CALYPSO
10202453-,102024,10202453-ROSAL VIVO RED DIAMOND
10202454-,102024,10202454-ROSAL VIVO RED FANTASY 
10202455-,102024,10202455-ROSAL VIVO RED FRANCE
10202456-,102024,10202456-ROSAL VIVO RED INTUITION 
10202457-,102024,10202457-ROSAL VIVO RED JEWEL
10202458-,102024,10202458-ROSAL VIVO RED MAGIC
10202459-,102024,10202459-ROSAL VIVO RED ONE
10202460-,102024,10202460-ROSAL VIVO RED PARIS
10202461-,102024,10202461-ROSAL VIVO RED PRINCESS
10202462-,102024,10202462-ROSAL VIVO RED SENSATION O COLORAD
10202463-,102024,10202463-ROSAL VIVO RED UNIQUE
10202464-,102024,10202464-ROSAL VIVO ROCKEFELLER
10202465-,102024,10202465-ROSAL VIVO ROMEO
10202466-,102024,10202466-ROSAL VIVO ROUGE BAISER
10202467-,102024,10202467-ROSAL VIVO ROULETTE
10202468-,102024,10202468-ROSAL VIVO ROYAL MASSAI
10202469-,102024,10202469-ROSAL VIVO ROYAL RED
10202470-,102024,10202470-ROSAL VIVO SAMURAI
10202471-,102024,10202471-ROSAL VIVO SEXY RED
10202472-,102024,10202472-ROSAL VIVO STARFIRE
10202473-,102024,10202473-ROSAL VIVO TANGO
10202474-,102024,10202474-ROSAL VIVO TIGER TAIL
10202475-,102024,10202475-ROSAL VIVO TINTO
10202476-,102024,10202476-ROSAL VIVO TOP SECRET
10202477-,102024,10202477-ROSAL VIVO VITAL
10202478-,102024,10202478-ROSAL VIVO WISDOM
10202479-,102024,10202479-ROSAL VIVO XANTIA
10202480-,102024,10202480-ROSAL VIVO XCITE
1020251-,102025,10202501-ROSAL VIVO BURGUNDY SWEETHEART
1020252-,102025,10202502-ROSAL VIVO CREAM SWEETHEART
1020253-,102025,10202503-ROSAL VIVO HOT PINK SWEETHEART
1020254-,102025,10202504-ROSAL VIVO LAVENDER SWEETHEART
1020255-,102025,10202505-ROSAL VIVO LIGHT PINK SWEETHEART
1020256-,102025,10202506-ROSAL VIVO ORANGE SWEETHEART
1020257-,102025,10202507-ROSAL VIVO PEACH SWEETHEART
1020258-,102025,10202508-ROSAL VIVO RED SWEETHEART
1020259-,102025,10202509-ROSAL VIVO WHITE SWEETHEART
10202510-,102025,10202510-ROSAL VIVO YELLLOW SWEETHEART
1020261-,102026,10202601-ROSAL VIVO ABSOLUT
1020262-,102026,10202602-ROSAL VIVO AIDA
1020263-,102026,10202603-ROSAL VIVO AKITO
1020264-,102026,10202604-ROSAL VIVO AMELIA
1020265-,102026,10202605-ROSAL VIVO ANASTASIA
1020266-,102026,10202606-ROSAL VIVO ANDEAN CRYSTAL
1020267-,102026,10202607-ROSAL VIVO ANGEL
1020268-,102026,10202608-ROSAL VIVO ANNEMARIE
1020269-,102026,10202609-ROSAL VIVO AVALANCHE
10202610-,102026,10202610-ROSAL VIVO BIANCA
10202611-,102026,10202611-ROSAL VIVO BLIZZARD
10202612-,102026,10202612-ROSAL VIVO BRIDAL AKITO
10202613-,102026,10202613-ROSAL VIVO DOMENICA
10202614-,102026,10202614-ROSAL VIVO ESCIMO
10202615-,102026,10202615-ROSAL VIVO FARFALLA
10202616-,102026,10202616-ROSAL VIVO HIGH AND PEACE
10202617-,102026,10202617-ROSAL VIVO HIGH AND PURE
10202618-,102026,10202618-ROSAL VIVO INOCENCIA O INNOCENTI
10202619-,102026,10202619-ROSAL VIVO IVORY
10202620-,102026,10202620-ROSAL VIVO MONDIAL
10202621-,102026,10202621-ROSAL VIVO MOUNT EVEREST
10202622-,102026,10202622-ROSAL VIVO NOVA ZEMBLA
10202623-,102026,10202623-ROSAL VIVO PATIENCE O AUSPATOR
10202624-,102026,10202624-ROSAL VIVO POLAR STAR
10202625-,102026,10202625-ROSAL VIVO POLO
10202626-,102026,10202626-ROSAL VIVO PROUD
10202627-,102026,10202627-ROSAL VIVO SNOWY JEWEL
10202628-,102026,10202628-ROSAL VIVO TIBET
10202629-,102026,10202629-ROSAL VIVO TINEKE
10202630-,102026,10202630-ROSAL VIVO VITALITY
10202631-,102026,10202631-ROSAL VIVO WHITE CADILLAC
10202632-,102026,10202632-ROSAL VIVO WHITE DOVE
1020271-,102027,10202701-ROSAL VIVO AALSMEER GOLD
1020272-,102027,10202702-ROSAL VIVO ALINA
1020273-,102027,10202703-ROSAL VIVO AMBIANCE
1020274-,102027,10202704-ROSAL VIVO AQUAREL
1020275-,102027,10202705-ROSAL VIVO AUTUMN
1020276-,102027,10202706-ROSAL VIVO BRASIL
1020277-,102027,10202707-ROSAL VIVO CANDLE LIGHT
1020278-,102027,10202708-ROSAL VIVO CANTATA O CANTATE
1020279-,102027,10202709-ROSAL VIVO CAPRICCIO
10202710-,102027,10202710-ROSAL VIVO CARIBBEAN
10202711-,102027,10202711-ROSAL VIVO CIRCUS
10202712-,102027,10202712-ROSAL VIVO CITRAN
10202713-,102027,10202713-ROSAL VIVO CONCORDE
10202714-,102027,10202714-ROSAL VIVO CONGA
10202715-,102027,10202715-ROSAL VIVO DEJA VU
10202716-,102027,10202716-ROSAL VIVO DESIRE
10202717-,102027,10202717-ROSAL VIVO DONIA SOL
10202718-,102027,10202718-ROSAL VIVO DUETO
10202719-,102027,10202719-ROSAL VIVO ERIN
10202720-,102027,10202720-ROSAL VIVO EXOTIC CURIOSA
10202721-,102027,10202721-ROSAL VIVO FERIA
10202722-,102027,10202722-ROSAL VIVO FIRE BIRD
10202723-,102027,10202723-ROSAL VIVO FLORIDA
10202724-,102027,10202724-ROSAL VIVO FRIENDLY
10202725-,102027,10202725-ROSAL VIVO GALLINDA
10202726-,102027,10202726-ROSAL VIVO GEISHA
10202727-,102027,10202727-ROSAL VIVO GELBE
10202728-,102027,10202728-ROSAL VIVO GELOSIA O YELLOW FLAME
10202729-,102027,10202729-ROSAL VIVO GOLD RUSH
10202730-,102027,10202730-ROSAL VIVO GOLD STAR
10202731-,102027,10202731-ROSAL VIVO GOLD STRIKE
10202732-,102027,10202732-ROSAL VIVO GOLDA
10202733-,102027,10202733-ROSAL VIVO GOLDEN FASHION
10202734-,102027,10202734-ROSAL VIVO GOLDEN GATE
10202735-,102027,10202735-ROSAL VIVO GRAN DORADO
10202736-,102027,10202736-ROSAL VIVO HELIO
10202737-,102027,10202737-ROSAL VIVO HIGH AND EXOTIC
10202738-,102027,10202738-ROSAL VIVO HIGH AND YELLOW FLAME
10202739-,102027,10202739-ROSAL VIVO HIGH AND YELLOW MAGIC
10202740-,102027,10202740-ROSAL VIVO HIGH SOCIETY
10202741-,102027,10202741-ROSAL VIVO HUMMER
10202742-,102027,10202742-ROSAL VIVO IDOLE O ELLE
10202743-,102027,10202743-ROSAL VIVO INTI
10202744-,102027,10202744-ROSAL VIVO JET SET
10202745-,102027,10202745-ROSAL VIVO JUDY
10202746-,102027,10202746-ROSAL VIVO JUPITER
10202747-,102027,10202747-ROSAL VIVO KONFETTI
10202748-,102027,10202748-ROSAL VIVO KYARA O KIRA
10202749-,102027,10202749-ROSAL VIVO LATIN BEAUTY
10202750-,102027,10202750-ROSAL VIVO LATIN SPIRIT
10202751-,102027,10202751-ROSAL VIVO LATINA
10202752-,102027,10202752-ROSAL VIVO LINA
10202753-,102027,10202753-ROSAL VIVO LINDSEY
10202754-,102027,10202754-ROSAL VIVO MALE
10202755-,102027,10202755-ROSAL VIVO MARIE CLARE
10202756-,102027,10202756-ROSAL VIVO MARISA
10202757-,102027,10202757-ROSAL VIVO MATCHBALL
10202758-,102027,10202758-ROSAL VIVO MELON
10202759-,102027,10202759-ROSAL VIVO MOHANA
10202760-,102027,10202760-ROSAL VIVO OKIE DOKIE
10202761-,102027,10202761-ROSAL VIVO PAILINE
10202762-,102027,10202762-ROSAL VIVO PARROT
10202763-,102027,10202763-ROSAL VIVO RIO D ORO
10202764-,102027,10202764-ROSAL VIVO SALAMI
10202765-,102027,10202765-ROSAL VIVO SANTA FE
10202766-,102027,10202766-ROSAL VIVO SKYLINE
10202767-,102027,10202767-ROSAL VIVO SONRISA
10202768-,102027,10202768-ROSAL VIVO STAR AMBIANCE
10202769-,102027,10202769-ROSAL VIVO STARBUST
10202770-,102027,10202770-ROSAL VIVO SUN KING
10202771-,102027,10202771-ROSAL VIVO SUNMASTER
10202772-,102027,10202772-ROSAL VIVO SUNNY MILVA
10202773-,102027,10202773-ROSAL VIVO SUSHI
10202774-,102027,10202774-ROSAL VIVO TABASCO
10202775-,102027,10202775-ROSAL VIVO TARA
10202776-,102027,10202776-ROSAL VIVO TRESOR 2000
10202777-,102027,10202777-ROSAL VIVO OOTY
10202778-,102027,10202778-ROSAL VIVO YELLOW CORAL
10202779-,102027,10202779-ROSAL VIVO YELLOW FINESS
10202780-,102027,10202780-ROSAL VIVO YELLOW SUBMARINE
10202781-,102027,10202781-ROSAL VIVO YELLOW SUNSET
10202782-,102027,10202782-ROSAL VIVO YELLLOW TIMELESS
1020281-,102028,10202801-ROSAL VIVO ALEGRIA SPRAY
1020282-,102028,10202802-ROSAL VIVO ANDREA FOLLIES SPRAY
1020283-,102028,10202803-ROSAL VIVO ANTARA FOLLIES SPRAY
1020284-,102028,10202804-ROSAL VIVO ARROW FOLLIES SPRAY
1020285-,102028,10202805-ROSAL VIVO BABE SPRAY
1020286-,102028,10202806-ROSAL VIVO BELLINA COLLECTION SPRAY
1020287-,102028,10202807-ROSAL VIVO BLUE MOON SPRAY
1020288-,102028,10202808-ROSAL VIVO CHABLIS SPRAY
1020289-,102028,10202809-ROSAL VIVO CHERRY FOLLIES SPRAY
10202810-,102028,10202810-ROSAL VIVO CHESS SPRAY
10202811-,102028,10202811-ROSAL VIVO CLASSIC LYDIA SPRAY
10202812-,102028,10202812-ROSAL VIVO CREAM GRACIA SPRAY
10202813-,102028,10202813-ROSAL VIVO CREAM LYDIA SPRAY
10202814-,102028,10202814-ROSAL VIVO CREAM SENSATION SPRAY
10202815-,102028,10202815-ROSAL VIVO CREMITA SPRAY
10202816-,102028,10202816-ROSAL VIVO DIABLO SPRAY
10202817-,102028,10202817-ROSAL VIVO ELECTRA SPRAY
10202818-,102028,10202818-ROSAL VIVO FIRE KING SPRAY 
10202819-,102028,10202819-ROSAL VIVO FLEUR SPRAY 
10202820-,102028,10202820-ROSAL VIVO GIRLIE FOLLIES SPRAY 
10202821-,102028,10202821-ROSAL VIVO GISELLE FOLLIES SPRAY 
10202822-,102028,10202822-ROSAL VIVO GOLDEN COLLECTION SPRAY 
10202823-,102028,10202823-ROSAL VIVO GOLDEN MIMI SPRAY 
10202824-,102028,10202824-ROSAL VIVO GRACIA SPRAY 
10202825-,102028,10202825-ROSAL VIVO HOT MAJOLICA SPRAY 
10202826-,102028,10202826-ROSAL VIVO HOT PINK FOLLIES SPRAY 
10202827-,102028,10202827-ROSAL VIVO ILSE SPRAY 
10202828-,102028,10202828-ROSAL VIVO JELENA SPRAY 
10202829-,102028,10202829-ROSAL VIVO LAMINUETTE SPRAY 
10202830-,102028,10202830-ROSAL VIVO LAVENDER FOLLIES SPRAY 
10202831-,102028,10202831-ROSAL VIVO LIMONCELLO SPRAY 
10202832-,102028,10202832-ROSAL VIVO LITTLE SILVER SPRAY 
10202833-,102028,10202833-ROSAL VIVO LOVELY LYDIA SPRAY 
10202834-,102028,10202834-ROSAL VIVO LUCY SPRAY 
10202835-,102028,10202835-ROSAL VIVO LYDIA SPRAY 
10202836-,102028,10202836-ROSAL VIVO MACARENA SPRAY 
10202837-,102028,10202837-ROSAL VIVO MAGIC SENSATION SPRAY 
10202838-,102028,10202838-ROSAL VIVO MAJOLICA SPRAY 
10202839-,102028,10202839-ROSAL VIVO MAMBO NUMBER 5 SPRAY 
10202840-,102028,10202840-ROSAL VIVO MAMBO SPRAY 
10202841-,102028,10202841-ROSAL VIVO MARLENE SPRAY 
10202842-,102028,10202842-ROSAL VIVO MIMI EDEN SPRAY 
10202843-,102028,10202843-ROSAL VIVO MINOU SPRAY 
10202844-,102028,10202844-ROSAL VIVO NIKITA SPRAY 
